kbobID,playerID,yearID,stint,lgID,teamID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,GIDP,AVG,SLG,OBP,PA,TB
2118,65399,2021,1,KBO,Kiwoom,29,45,5,7,0,0,0,2,0,0,7,10,1,0.156,0.156,0.269,52,7
2119,65405,2015,1,KBO,Samsung,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
2120,65411,2020,1,KBO,SK,2,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2121,65412,2016,1,KBO,Samsung,3,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2122,65412,2017,1,KBO,Samsung,61,99,11,21,3,0,6,11,0,0,8,31,4,0.212,0.424,0.278,112,42
2123,65412,2018,1,KBO,Samsung,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
2124,65412,2020,1,KBO,Samsung,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,2,0
2125,65412,2021,1,KBO,Samsung,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2126,65447,2015,1,KBO,Samsung,6,0,1,0,0,0,0,1,0,0,0,0,0,-,-,0,1,0
2127,65462,2020,1,KBO,NC,4,2,1,1,1,0,0,0,0,0,0,0,0,0.5,1,0.5,2,2
2128,65462,2021,1,KBO,NC,62,140,19,29,7,2,3,13,15,4,8,45,1,0.207,0.35,0.25,149,49
2129,65462,2022,1,KBO,NC,73,113,26,25,5,1,0,6,14,2,13,38,0,0.221,0.283,0.31,131,32
2130,65464,2016,1,KBO,SK,48,54,10,16,1,1,0,2,0,0,3,16,0,0.296,0.352,0.333,61,19
2131,65464,2017,1,KBO,SK,5,6,1,2,0,0,0,0,0,1,1,0,0,0.333,0.333,0.429,8,2
2132,65464,2019,1,KBO,KIA,8,21,4,6,0,0,0,1,0,0,0,10,0,0.286,0.286,0.286,21,6
2133,65464,2020,1,KBO,KIA,38,56,5,11,1,0,1,5,0,0,2,15,0,0.196,0.268,0.224,59,15
2134,65464,2021,1,KBO,KIA,53,52,7,10,1,0,0,2,2,0,9,16,1,0.192,0.212,0.306,65,11
2135,65464,2022,1,KBO,KIA,30,22,5,2,0,0,0,0,0,0,0,6,0,0.091,0.091,0.091,23,2
2136,65464,2023,1,KBO,KIA,56,36,17,6,1,0,0,1,4,0,2,9,0,0.167,0.194,0.211,41,7
2137,65464,2024,1,KBO,KIA,6,11,0,2,0,0,0,1,0,0,1,4,1,0.182,0.182,0.25,12,2
2138,65464,2025,1,KBO,KIA,4,6,0,1,0,0,0,0,0,0,0,2,1,0.167,0.167,0.167,6,1
2139,65496,2020,1,KBO,Samsung,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2140,65496,2022,1,KBO,Samsung,2,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2141,65503,2016,1,KBO,Lotte,6,7,1,0,0,0,0,0,0,0,0,4,1,0,0,0,7,0
2142,65503,2020,1,KBO,Hanwha,14,25,2,4,0,0,1,4,0,0,1,7,0,0.16,0.28,0.192,26,7
2143,65503,2021,1,KBO,Hanwha,11,24,0,2,1,0,0,0,0,0,1,14,0,0.083,0.125,0.12,25,3
2144,65506,2015,1,KBO,Lotte,18,9,3,1,0,0,0,1,1,0,0,3,0,0.111,0.111,0.2,10,1
2145,65506,2016,1,KBO,Lotte,21,27,8,4,0,0,0,1,2,3,1,7,1,0.148,0.148,0.207,30,4
2146,65506,2017,1,KBO,Lotte,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2147,65506,2020,1,KBO,Lotte,68,116,20,30,1,0,1,9,10,2,12,35,2,0.259,0.293,0.344,133,34
2148,65506,2021,1,KBO,Lotte,87,174,27,50,8,0,1,18,7,0,10,36,1,0.287,0.351,0.34,192,61
2149,65506,2022,1,KBO,Lotte,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2150,65513,2015,1,KBO,Lotte,71,54,6,8,0,0,0,1,0,1,7,17,2,0.148,0.148,0.246,63,8
2151,65513,2016,1,KBO,Lotte,58,49,5,7,1,2,0,5,0,0,5,20,0,0.143,0.245,0.259,59,12
2152,65513,2017,1,KBO,Lotte,50,53,4,8,2,0,0,2,0,0,2,17,0,0.151,0.189,0.211,58,10
2153,65514,2016,1,KBO,Lotte,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2154,65514,2017,1,KBO,Lotte,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2155,65514,2020,1,KBO,Lotte,14,11,2,5,0,0,2,2,0,0,7,2,1,0.455,1,0.667,18,11
2156,65514,2021,1,KBO,Lotte,19,26,1,2,1,0,1,5,0,1,4,10,1,0.077,0.231,0.194,31,6
2157,65514,2022,1,KBO,Lotte,19,32,0,3,1,0,0,3,0,0,2,9,2,0.094,0.125,0.171,38,4
2158,65514,2024,1,KBO,Lotte,10,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0
2159,65515,2015,1,KBO,Lotte,22,8,2,1,0,0,0,0,0,0,0,6,0,0.125,0.125,0.125,8,1
2160,65515,2019,1,KBO,Lotte,104,288,38,69,15,6,4,25,7,1,13,107,3,0.24,0.375,0.279,306,108
2161,65515,2020,1,KBO,Lotte,16,21,6,4,0,0,0,1,2,1,4,6,0,0.19,0.19,0.346,26,4
2162,65515,2021,1,KBO,Lotte,21,33,7,4,0,0,2,4,0,0,2,18,0,0.121,0.303,0.171,35,10
2163,65515,2022,1,KBO,Lotte,1,0,0,0,0,0,0,0,0,1,0,0,0,-,-,-,0,0
2164,65516,2017,1,KBO,KT,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2165,65516,2022,1,KBO,KT,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2166,65522,2020,1,KBO,Lotte,5,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0.25,4,0
2167,65522,2024,1,KBO,Lotte,2,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2168,65523,2015,1,KBO,Lotte,132,526,105,165,34,5,28,106,24,10,55,118,9,0.314,0.557,0.384,594,293
2169,65523,2016,1,KBO,Lotte,64,247,46,72,18,3,7,41,15,2,18,59,5,0.291,0.474,0.336,272,117
2170,65546,2016,1,KBO,Lotte,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2171,65586,2018,1,KBO,Lotte,27,66,18,24,7,0,3,13,3,0,9,24,1,0.364,0.606,0.442,77,40
2172,65586,2019,1,KBO,Lotte,29,51,2,5,1,0,0,0,0,0,3,22,0,0.098,0.118,0.148,55,6
2173,65586,2020,1,KBO,Kiwoom,119,359,46,85,13,3,8,48,7,0,37,100,7,0.237,0.357,0.31,402,128
2174,65586,2021,1,KBO,Kiwoom,115,214,35,40,8,0,6,31,3,1,33,83,0,0.187,0.308,0.319,261,66
2175,65586,2022,1,KBO,Kiwoom,115,197,14,40,7,0,5,21,0,0,17,68,5,0.203,0.315,0.288,231,62
2176,65586,2023,1,KBO,Kiwoom,41,62,6,9,3,0,1,6,0,0,10,28,0,0.145,0.242,0.274,75,15
2177,65586,2024,1,KBO,Samsung,58,111,17,25,5,0,5,14,0,1,14,42,3,0.225,0.405,0.313,128,45
2178,65586,2025,1,KBO,Samsung,17,26,5,6,1,0,1,3,0,0,7,12,1,0.231,0.385,0.412,34,10
2179,65610,2015,1,KBO,KIA,22,44,3,12,2,0,2,7,0,0,0,18,3,0.273,0.455,0.273,44,20
2180,65610,2016,1,KBO,KIA,4,7,1,3,2,0,1,3,0,0,0,3,0,0.429,1.143,0.429,7,8
2181,65610,2019,1,KBO,KIA,12,25,0,5,2,0,0,0,0,0,1,8,0,0.2,0.28,0.286,28,7
2182,65610,2020,1,KBO,KIA,63,116,14,32,4,0,4,16,0,0,21,29,5,0.276,0.414,0.384,138,48
2183,65610,2021,1,KBO,KIA,86,282,30,67,10,1,13,45,0,0,18,62,8,0.238,0.418,0.283,308,118
2184,65610,2022,1,KBO,KIA,129,476,40,122,27,0,14,91,0,0,36,92,20,0.256,0.401,0.315,524,191
2185,65610,2023,1,KBO,KIA,60,174,19,37,4,0,5,26,0,0,18,50,6,0.213,0.322,0.296,199,56
2186,65610,2024,1,KBO,KIA,3,7,1,2,1,0,0,3,0,0,0,1,0,0.286,0.429,0.286,7,3
2187,65616,2018,1,KBO,KIA,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2188,65616,2019,1,KBO,KIA,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2189,65618,2018,1,KBO,KIA,5,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0
2190,65630,2015,1,KBO,KIA,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2191,65639,2015,1,KBO,KIA,4,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2192,65639,2022,1,KBO,Doosan,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2193,65639,2023,1,KBO,Doosan,2,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2194,65639,2024,1,KBO,Doosan,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2195,65643,2015,1,KBO,KIA,2,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2196,65643,2018,1,KBO,KIA,7,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2197,65643,2019,1,KBO,KIA,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2198,65643,2022,1,KBO,Lotte,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2199,65653,2015,1,KBO,KIA,103,257,31,56,10,2,1,21,11,2,15,83,2,0.218,0.284,0.274,283,73
2200,65653,2016,1,KBO,KIA,124,453,72,121,18,3,8,41,19,10,36,104,7,0.267,0.373,0.333,514,169
2201,65653,2017,1,KBO,KIA,98,90,31,24,6,1,1,11,3,2,9,23,0,0.267,0.389,0.343,105,35
2202,65653,2020,1,KBO,KIA,89,138,36,32,5,2,4,16,3,3,14,55,2,0.232,0.384,0.314,159,53
2203,65653,2021,1,KBO,KIA,62,130,16,27,2,0,4,15,4,1,16,44,2,0.208,0.315,0.322,154,41
2204,65653,2022,1,KBO,KIA,54,77,21,21,1,1,1,8,2,1,7,22,4,0.273,0.351,0.333,88,27
2205,65653,2023,1,KBO,KIA,76,95,16,17,7,0,0,6,1,0,8,38,1,0.179,0.253,0.25,107,24
2206,65653,2024,1,KBO,KIA,64,59,12,8,2,0,1,4,3,2,8,25,1,0.136,0.22,0.239,67,13
2207,65653,2025,1,KBO,KIA,4,7,1,0,0,0,0,0,0,0,2,2,0,0,0,0.222,11,0
2208,65658,2015,1,KBO,KIA,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2209,65659,2015,1,KBO,KIA,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2210,65703,2018,1,KBO,Hanwha,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2211,65703,2020,1,KBO,Hanwha,14,24,3,5,1,0,0,1,0,0,1,6,0,0.208,0.25,0.24,25,6
2212,65703,2021,1,KBO,Hanwha,56,63,5,11,0,0,0,2,1,2,4,18,1,0.175,0.175,0.224,68,11
2213,65703,2022,1,KBO,Hanwha,80,113,9,18,7,0,1,8,3,2,8,30,1,0.159,0.248,0.213,126,28
2214,65703,2023,1,KBO,Hanwha,106,309,36,78,13,2,1,13,11,3,18,55,6,0.252,0.317,0.302,346,98
2215,65703,2024,1,KBO,Hanwha,134,336,49,93,10,3,1,46,6,4,26,56,5,0.277,0.333,0.332,374,112
2216,65703,2025,1,KBO,Hanwha,31,67,7,14,3,2,0,14,1,0,4,12,2,0.209,0.313,0.26,76,21
2217,65707,2015,1,KBO,Hanwha,103,214,18,45,7,0,0,12,2,0,21,46,5,0.21,0.243,0.288,246,52
2218,65707,2016,1,KBO,Hanwha,15,8,0,2,0,0,0,0,0,0,0,1,0,0.25,0.25,0.25,8,2
2219,65707,2022,1,KBO,Hanwha,2,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2220,65707,2024,1,KBO,Hanwha,2,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2221,65733,2015,1,KBO,Hanwha,10,33,2,9,2,0,0,5,1,1,4,8,1,0.273,0.333,0.405,42,11
2222,65742,2016,1,KBO,Hanwha,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2223,65762,2015,1,KBO,Hanwha,38,108,16,30,4,0,7,25,0,0,8,27,9,0.278,0.509,0.339,121,55
2224,65764,2015,1,KBO,Hanwha,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2225,65764,2022,1,KBO,Hanwha,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2226,65769,2022,1,KBO,Hanwha,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2227,65823,2015,1,KBO,SK,137,464,82,121,21,2,28,76,5,2,66,127,12,0.261,0.496,0.36,539,230
2228,65827,2016,1,KBO,SK,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2229,65869,2015,1,KBO,SK,3,3,1,1,0,0,1,2,0,0,0,1,0,0.333,1.333,0.333,3,4
2230,65869,2016,1,KBO,SK,11,11,1,2,0,0,0,0,0,0,0,8,1,0.182,0.182,0.182,11,2
2231,65869,2019,1,KBO,SK,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2232,65869,2020,1,KBO,SK,58,101,7,18,2,0,2,7,1,0,4,30,4,0.178,0.257,0.224,109,26
2233,65869,2021,1,KBO,SSG,39,79,7,21,5,0,4,19,0,0,5,29,0,0.266,0.481,0.302,89,38
2234,65869,2022,1,KBO,SSG,9,15,0,2,0,0,0,1,0,0,0,5,1,0.133,0.133,0.133,15,2
2235,65898,2016,1,KBO,Nexen,10,14,4,6,0,0,1,4,0,0,0,3,0,0.429,0.643,0.4,15,9
2236,65898,2017,1,KBO,Nexen,67,135,18,34,8,0,3,19,0,0,6,33,3,0.252,0.378,0.289,142,51
2237,65898,2019,1,KBO,Kiwoom,4,11,1,3,1,0,0,3,0,0,0,2,2,0.273,0.364,0.273,11,4
2238,65898,2020,1,KBO,Kiwoom,73,207,25,57,13,0,8,31,1,0,17,65,6,0.275,0.454,0.335,235,94
2239,65898,2021,1,KBO,Kiwoom,97,232,24,56,13,1,6,35,1,1,34,73,2,0.241,0.384,0.357,279,89
2240,65898,2022,1,KBO,Kiwoom,45,115,17,26,5,1,1,11,0,2,13,38,2,0.226,0.313,0.326,135,36
2241,65898,2023,1,KBO,Kiwoom,29,64,2,12,3,0,0,9,0,0,6,20,1,0.188,0.234,0.27,74,15
2242,65898,2024,1,KBO,Kiwoom,12,32,2,4,0,0,0,2,0,0,4,15,1,0.125,0.125,0.243,38,4
2243,65898,2025,1,KBO,Kiwoom,6,16,1,2,0,0,0,0,0,0,5,2,1,0.125,0.125,0.333,21,2
2244,65905,2019,1,KBO,NC,24,9,5,4,1,0,0,1,6,2,1,2,0,0.444,0.556,0.5,10,5
2245,65905,2021,1,KBO,NC,48,31,8,7,1,0,0,1,4,3,1,7,0,0.226,0.258,0.25,34,8
2246,65905,2022,1,KBO,NC,44,34,19,11,0,0,0,3,6,3,0,7,1,0.324,0.324,0.324,34,11
2247,65905,2023,1,KBO,LG,38,14,10,1,0,0,0,1,8,3,1,4,1,0.071,0.071,0.133,15,1
2248,65905,2024,1,KBO,LG,57,13,20,1,0,0,0,1,11,7,2,3,0,0.077,0.077,0.2,16,1
2249,65905,2025,1,KBO,LG,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2250,65933,2016,1,KBO,NC,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2251,65949,2021,1,KBO,NC,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2252,65949,2022,1,KBO,NC,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2253,65949,2023,1,KBO,NC,2,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2254,65949,2024,1,KBO,NC,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2255,65949,2025,1,KBO,NC,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2256,65964,2019,1,KBO,NC,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2257,65964,2021,1,KBO,NC,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2258,66018,2023,1,KBO,Kiwoom,2,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2259,66018,2024,1,KBO,Kiwoom,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2260,66047,2016,1,KBO,KT,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2261,66047,2024,1,KBO,KT,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2262,66052,2016,1,KBO,KT,16,44,2,9,3,0,0,2,1,0,3,18,3,0.205,0.273,0.25,48,12
2263,66052,2017,1,KBO,KT,31,60,8,15,1,0,2,11,0,0,6,20,0,0.25,0.367,0.324,68,22
2264,66052,2018,1,KBO,KT,7,11,0,2,0,0,0,0,0,0,0,3,0,0.182,0.182,0.182,11,2
2265,66052,2019,1,KBO,SK,12,22,1,5,0,0,0,1,0,0,2,3,3,0.227,0.227,0.292,24,5
2266,66052,2020,1,KBO,SK,35,66,3,13,1,0,1,11,0,0,6,22,2,0.197,0.258,0.264,72,17
2267,66052,2021,1,KBO,SSG,12,20,2,6,1,0,1,4,0,0,1,7,1,0.3,0.5,0.364,22,10
2268,66108,2016,1,KBO,LG,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,5,0
2269,66108,2018,1,KBO,LG,12,18,1,3,2,0,0,0,0,1,7,8,0,0.167,0.278,0.4,25,5
2270,66108,2019,1,KBO,LG,23,24,3,6,2,0,0,0,3,0,1,12,1,0.25,0.333,0.308,26,8
2271,66108,2020,1,KBO,LG,135,408,87,114,29,6,5,39,11,5,83,87,8,0.279,0.417,0.411,507,170
2272,66108,2021,1,KBO,LG,144,524,103,172,26,2,4,52,23,8,109,95,6,0.328,0.408,0.456,651,214
2273,66108,2022,1,KBO,LG,118,437,76,125,19,4,1,51,13,4,59,75,11,0.286,0.355,0.39,525,155
2274,66108,2023,1,KBO,LG,141,524,109,174,35,2,1,65,23,23,88,83,6,0.332,0.412,0.444,643,216
2275,66108,2024,1,KBO,LG,139,524,96,176,18,3,5,73,10,11,96,93,8,0.336,0.41,0.447,637,215
2276,66108,2025,1,KBO,LG,38,134,24,36,3,0,1,15,2,0,24,35,4,0.269,0.313,0.395,169,42
2277,66112,2018,1,KBO,LG,2,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2278,66112,2022,1,KBO,LG,12,9,0,2,0,0,0,1,0,0,0,3,0,0.222,0.222,0.222,9,2
2279,66112,2023,1,KBO,LG,28,34,3,4,0,0,0,2,1,0,5,10,0,0.118,0.118,0.231,40,4
2280,66112,2024,1,KBO,Doosan,95,252,31,70,10,0,5,31,0,2,22,47,5,0.278,0.377,0.337,283,95
2281,66112,2025,1,KBO,Doosan,30,59,7,18,3,0,1,11,0,0,6,14,0,0.305,0.407,0.364,68,24
2282,66113,2020,1,KBO,LG,69,103,12,25,5,0,2,11,0,0,7,14,2,0.243,0.35,0.304,112,36
2283,66113,2021,1,KBO,LG,7,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0
2284,66113,2022,1,KBO,LG,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
2285,66145,2016,1,KBO,LG,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2286,66145,2017,1,KBO,LG,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2287,66145,2020,1,KBO,LG,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2288,66145,2023,1,KBO,LG,2,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2289,66145,2024,1,KBO,LG,3,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2290,66160,2017,1,KBO,LG,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2291,66160,2018,1,KBO,Doosan,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2292,66162,2017,1,KBO,LG,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2293,66162,2021,1,KBO,LG,3,6,1,1,0,0,1,1,0,0,1,3,0,0.167,0.667,0.286,7,4
2294,66162,2023,1,KBO,LG,11,5,1,1,0,0,0,0,0,0,1,2,0,0.2,0.2,0.429,7,1
2295,66162,2024,1,KBO,LG,12,6,1,1,0,0,0,0,0,0,3,0,0,0.167,0.167,0.444,9,1
2296,66162,2025,1,KBO,LG,1,0,1,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2297,66201,2016,1,KBO,Doosan,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2298,66203,2016,1,KBO,Doosan,31,19,3,2,0,0,0,0,0,0,2,8,1,0.105,0.105,0.19,21,2
2299,66203,2017,1,KBO,Doosan,22,23,5,6,2,0,0,2,0,0,1,6,1,0.261,0.348,0.292,25,8
2300,66203,2019,1,KBO,Doosan,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2301,66203,2020,1,KBO,Doosan,40,25,4,6,2,0,0,1,0,0,3,7,0,0.24,0.32,0.31,29,8
2302,66203,2021,1,KBO,Doosan,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2303,66203,2022,1,KBO,Doosan,35,25,2,4,1,0,0,2,0,0,1,6,1,0.16,0.2,0.192,27,5
2304,66203,2023,1,KBO,Doosan,5,9,2,2,0,0,0,1,0,0,0,2,0,0.222,0.222,0.2,10,2
2305,66203,2024,1,KBO,Doosan,24,18,2,4,0,0,0,1,0,0,2,5,0,0.222,0.222,0.3,20,4
2306,66207,2017,1,KBO,Doosan,2,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2307,66207,2018,1,KBO,Doosan,27,13,9,3,2,0,0,0,0,1,0,3,0,0.231,0.385,0.231,13,5
2308,66207,2021,1,KBO,Doosan,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2309,66209,2016,1,KBO,Doosan,66,29,16,8,0,0,0,3,2,3,0,6,0,0.276,0.276,0.276,29,8
2310,66209,2017,1,KBO,Doosan,80,47,17,13,2,0,0,2,3,2,4,12,0,0.277,0.319,0.346,52,15
2311,66209,2018,1,KBO,Doosan,119,183,35,51,6,4,1,17,9,0,9,33,4,0.279,0.372,0.311,198,68
2312,66209,2020,1,KBO,Doosan,44,38,12,10,0,0,0,4,3,2,2,6,0,0.263,0.263,0.3,40,10
2313,66209,2021,1,KBO,Doosan,115,84,34,24,2,1,1,8,21,4,16,26,1,0.286,0.369,0.417,104,31
2314,66209,2022,1,KBO,Doosan,117,119,36,28,4,1,1,9,22,7,10,31,4,0.235,0.311,0.295,134,37
2315,66209,2023,1,KBO,Doosan,126,219,41,48,2,1,1,17,26,6,23,38,2,0.219,0.251,0.298,249,55
2316,66209,2024,1,KBO,Doosan,130,328,60,87,5,2,0,30,64,8,33,53,2,0.265,0.293,0.334,382,96
2317,66209,2025,1,KBO,Doosan,31,46,10,8,0,0,0,3,11,1,4,13,0,0.174,0.174,0.24,53,8
2318,66233,2022,1,KBO,Doosan,12,18,3,3,0,0,0,0,0,0,1,7,1,0.167,0.167,0.211,19,3
2319,66233,2023,1,KBO,Doosan,21,48,6,14,4,0,0,5,0,1,2,14,0,0.292,0.375,0.333,51,18
2320,66233,2024,1,KBO,Doosan,15,14,0,4,2,0,0,1,1,0,1,7,0,0.286,0.429,0.333,15,6
2321,66244,2016,1,KBO,Doosan,118,400,69,123,31,0,24,81,0,0,69,90,10,0.308,0.565,0.41,481,226
2322,66244,2017,1,KBO,Doosan,138,514,82,152,19,0,27,90,2,0,61,114,15,0.296,0.49,0.372,581,252
2323,66291,2018,1,KBO,Doosan,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2324,66291,2019,1,KBO,Doosan,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2325,66291,2020,1,KBO,Doosan,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2326,66291,2021,1,KBO,Doosan,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2327,66291,2024,1,KBO,Doosan,2,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2328,66302,2017,1,KBO,Nexen,5,10,0,3,0,0,0,0,1,0,1,3,1,0.3,0.3,0.364,12,3
2329,66305,2021,1,KBO,Kiwoom,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2330,66305,2022,1,KBO,Kiwoom,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2331,66306,2016,1,KBO,Nexen,129,417,65,123,33,1,16,70,1,0,70,72,8,0.295,0.494,0.399,497,206
2332,66306,2017,1,KBO,Nexen,20,50,5,7,2,0,1,2,0,0,7,16,3,0.14,0.24,0.246,57,12
2333,66354,2016,1,KBO,Nexen,12,18,3,4,1,0,0,3,0,0,1,9,0,0.222,0.278,0.263,19,5
2334,66354,2017,1,KBO,Nexen,64,118,10,23,5,0,1,9,0,0,9,51,2,0.195,0.263,0.264,129,31
2335,66354,2018,1,KBO,Nexen,80,110,9,24,3,0,1,12,1,2,10,36,2,0.218,0.273,0.295,126,30
2336,66354,2019,1,KBO,Kiwoom,18,29,3,6,2,1,0,5,0,0,1,7,0,0.207,0.345,0.233,30,10
2337,66354,2020,1,KBO,Kiwoom,63,84,6,16,4,0,0,7,0,0,13,26,0,0.19,0.238,0.296,101,20
2338,66354,2023,1,KBO,KIA,19,32,2,2,0,0,0,1,0,0,2,10,1,0.063,0.063,0.118,36,2
2339,66392,2018,1,KBO,Nexen,3,2,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,2,1
2340,66406,2017,1,KBO,Samsung,10,10,0,3,1,0,0,2,1,1,0,1,0,0.3,0.4,0.3,10,4
2341,66406,2018,1,KBO,Samsung,15,8,2,2,0,0,0,1,0,0,0,3,0,0.25,0.25,0.25,8,2
2342,66406,2021,1,KBO,Samsung,1,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0
2343,66406,2022,1,KBO,Samsung,18,20,2,3,0,0,0,2,0,0,1,6,0,0.15,0.15,0.182,23,3
2344,66406,2023,1,KBO,Samsung,53,79,12,19,2,0,1,10,0,0,10,20,3,0.241,0.304,0.322,91,24
2345,66406,2024,1,KBO,Samsung,82,142,24,31,2,0,0,8,4,2,11,39,3,0.218,0.232,0.279,166,33
2346,66406,2025,1,KBO,Samsung,6,14,1,3,0,0,0,0,0,1,1,4,1,0.214,0.214,0.267,15,3
2347,66409,2016,1,KBO,Samsung,6,4,2,1,0,0,0,0,0,0,0,3,0,0.25,0.25,0.25,6,1
2348,66409,2017,1,KBO,Samsung,15,17,4,2,0,0,0,0,0,0,1,9,0,0.118,0.118,0.211,20,2
2349,66409,2019,1,KBO,Samsung,16,43,3,11,2,0,2,7,1,1,2,16,1,0.256,0.442,0.304,46,19
2350,66409,2020,1,KBO,Samsung,98,216,25,39,7,1,10,30,3,1,18,64,7,0.181,0.361,0.257,245,78
2351,66409,2022,1,KBO,Samsung,13,27,5,2,0,0,0,1,0,0,5,8,1,0.074,0.074,0.265,34,2
