kbopID,playerID,yearID,stint,lgID,teamID,G,W,L,CG,SHO,SV,IPouts,H,HR,BB,HBP,SO,R,ER,ERA,BFP,WPCT
2069,67454,2021,1,KBO,Lotte,2,0,0,0,0,0,6,1,0,3,0,3,3,3,13.5,10,-
2070,67454,2022,1,KBO,Lotte,7,0,0,0,0,0,18,9,1,5,2,8,7,6,9,34,-
2071,67454,2023,1,KBO,Lotte,1,0,0,0,0,0,2,3,1,1,0,1,3,3,40.5,6,-
2072,67467,2017,1,KBO,Samsung,17,0,0,0,0,0,66,29,4,15,2,16,18,18,7.59,104,-
2073,67467,2018,1,KBO,Samsung,4,0,0,0,0,0,15,10,2,2,2,5,7,7,12.6,29,-
2074,67467,2019,1,KBO,Samsung,14,0,0,0,0,0,51,16,3,8,1,10,9,8,4.41,71,-
2075,67467,2023,1,KBO,Samsung,2,0,0,0,0,0,9,6,2,2,0,2,5,4,12,17,-
2076,67504,2021,1,KBO,Lotte,1,0,0,0,0,0,3,0,0,1,0,1,0,0,0,4,-
2077,67539,2021,1,KBO,Lotte,23,1,2,0,0,1,141,62,4,24,0,27,36,33,6.41,223,0.333
2078,67539,2022,1,KBO,Lotte,39,3,8,0,0,0,358,125,5,37,3,123,55,52,3.98,506,0.273
2079,67539,2023,1,KBO,Lotte,23,6,8,0,0,0,393,140,8,42,5,114,61,55,3.8,569,0.429
2080,67539,2024,1,KBO,Lotte,26,4,7,0,0,0,219,114,15,47,5,74,73,69,8.51,380,0.364
2081,67539,2025,1,KBO,Lotte,9,0,2,0,0,0,139,52,3,22,2,31,27,23,4.63,207,0
2082,67559,2017,1,KBO,Lotte,15,2,7,0,0,0,210,85,7,25,5,60,54,46,5.91,324,0.222
2083,67588,2018,1,KBO,Lotte,18,2,5,0,0,0,157,51,5,36,3,65,36,36,6.39,235,0.286
2084,67588,2019,1,KBO,Lotte,1,0,1,0,0,0,1,0,0,3,0,0,3,3,81,4,0
2085,67588,2021,1,KBO,Lotte,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,5,-
2086,67588,2024,1,KBO,Lotte,1,0,1,0,0,0,3,4,1,2,0,1,5,5,45,9,0
2087,67591,2017,1,KBO,Lotte,27,2,1,0,0,0,126,43,8,16,1,26,24,22,4.79,178,0.667
2088,67591,2020,1,KBO,Lotte,7,1,0,0,0,0,33,13,3,6,0,8,9,9,7.36,51,1
2089,67591,2021,1,KBO,Lotte,1,0,0,0,0,0,6,1,0,1,1,1,1,1,6.75,7,-
2090,67603,2018,1,KBO,Nexen,32,1,3,0,0,0,135,44,8,22,5,38,28,28,5.6,203,0.25
2091,67603,2019,1,KBO,Kiwoom,23,8,5,1,1,0,373,134,10,51,1,82,70,61,4.48,533,0.615
2092,67603,2020,1,KBO,Kiwoom,24,6,6,0,0,0,361,132,15,40,5,73,71,67,5.08,517,0.5
2093,67603,2021,1,KBO,Kiwoom,38,1,3,0,0,0,144,55,4,31,1,37,39,29,5.51,224,0.25
2094,67603,2022,1,KBO,Kiwoom,53,3,2,0,0,10,153,44,7,27,3,44,20,20,3.58,215,0.6
2095,67603,2023,1,KBO,Kiwoom,4,0,0,0,0,0,15,5,1,4,0,1,3,3,5.4,24,-
2096,67604,2019,1,KBO,KIA,3,0,2,0,0,0,27,14,1,9,2,3,11,11,11,53,0
2097,67606,2022,1,KBO,KIA,1,0,0,0,0,0,1,4,0,1,1,0,6,6,162,7,-
2098,67609,2024,1,KBO,KIA,1,0,0,0,0,0,3,0,0,0,0,2,0,0,0,3,-
2099,67640,2018,1,KBO,KIA,39,1,0,0,0,1,144,49,5,29,4,44,25,23,4.37,220,1
2100,67640,2019,1,KBO,KIA,3,0,0,0,0,0,12,4,2,2,2,5,5,5,11.25,20,-
2101,67640,2022,1,KBO,KIA,21,3,0,0,0,0,57,21,5,16,0,14,20,16,7.58,93,1
2102,67640,2023,1,KBO,KIA,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,4,-
2103,67640,2024,1,KBO,KIA,5,0,0,0,0,0,15,3,0,7,0,4,3,3,5.4,23,-
2104,67640,2025,1,KBO,KIA,1,0,0,0,0,0,6,3,0,2,0,3,1,1,4.5,11,-
2105,67645,2017,1,KBO,KIA,30,9,7,1,0,0,528,211,22,39,16,143,86,81,4.14,770,0.563
2106,67645,2018,1,KBO,KIA,36,6,7,0,0,0,390,174,23,27,4,101,96,90,6.26,588,0.462
2107,67646,2017,1,KBO,KIA,38,0,1,0,0,3,178,76,5,19,10,24,45,42,6.55,270,0
2108,67646,2019,1,KBO,KIA,2,0,1,0,0,0,27,10,0,6,3,5,4,4,4.32,42,0
2109,67646,2020,1,KBO,KIA,12,0,0,0,0,0,61,32,9,16,4,14,27,27,13.02,105,-
2110,67646,2021,1,KBO,KIA,59,3,3,0,0,0,195,68,6,36,13,45,44,43,5.95,305,0.5
2111,67703,2017,1,KBO,Hanwha,18,0,0,0,0,0,70,19,3,7,0,13,10,10,4.15,87,-
2112,67703,2018,1,KBO,Hanwha,69,4,2,0,0,0,180,59,3,21,4,62,17,14,2.1,256,0.667
2113,67703,2019,1,KBO,Hanwha,61,1,4,0,0,0,177,52,5,28,5,39,29,26,3.97,256,0.2
2114,67703,2020,1,KBO,Hanwha,62,1,0,0,0,1,174,62,8,20,4,52,35,30,4.66,256,1
2115,67703,2022,1,KBO,Hanwha,14,0,0,0,0,0,36,11,0,6,0,16,4,3,2.25,53,-
2116,67703,2023,1,KBO,Hanwha,55,5,3,0,0,16,190,63,2,29,3,57,35,25,3.65,277,0.625
2117,67703,2024,1,KBO,Hanwha,65,3,3,0,0,2,205,57,2,22,7,65,38,34,4.59,278,0.5
2118,67703,2025,1,KBO,Hanwha,22,2,2,0,0,0,63,19,1,7,2,17,8,6,2.66,87,0.5
2119,67711,2020,1,KBO,Hanwha,5,0,0,0,0,0,21,13,1,5,0,3,10,7,9,40,-
2120,67711,2021,1,KBO,Hanwha,19,0,0,0,0,0,39,14,0,7,1,12,10,8,5.84,58,-
2121,67737,2017,1,KBO,Hanwha,3,0,0,0,0,0,13,5,0,2,0,4,3,3,10.13,15,-
2122,67737,2018,1,KBO,Hanwha,4,0,0,0,0,0,36,13,1,4,0,9,10,10,7.94,49,-
2123,67737,2019,1,KBO,Hanwha,6,0,4,0,0,0,85,27,1,16,1,14,12,12,4.05,117,0
2124,67737,2020,1,KBO,Hanwha,58,3,3,0,0,0,162,48,6,22,3,56,26,20,3.33,231,0.5
2125,67737,2021,1,KBO,Hanwha,20,0,1,0,0,0,57,16,2,14,0,8,8,8,3.93,81,0
2126,67742,2017,1,KBO,Hanwha,20,5,7,0,0,0,336,108,12,23,5,68,58,52,4.18,461,0.417
2127,67748,2017,1,KBO,Hanwha,19,10,5,0,0,0,330,115,8,30,11,74,53,48,3.93,475,0.667
2128,67762,2018,1,KBO,Hanwha,10,0,2,0,0,0,88,25,2,11,3,28,12,11,3.58,118,0
2129,67762,2019,1,KBO,Hanwha,15,0,1,0,0,0,69,24,3,15,1,26,12,12,4.84,104,0
2130,67768,2023,1,KBO,Lotte,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,-
2131,67815,2017,1,KBO,SK,24,10,7,1,1,0,405,163,11,35,9,59,69,66,4.42,581,0.588
2132,67828,2017,1,KBO,Nexen,33,4,3,1,0,0,268,104,12,40,9,75,54,48,4.93,411,0.571
2133,67828,2018,1,KBO,Nexen,46,2,1,0,0,0,144,61,6,21,3,45,38,33,6.19,226,0.667
2134,67828,2019,1,KBO,Kiwoom,50,2,0,0,0,0,171,53,0,11,2,38,17,16,2.56,230,1
2135,67828,2020,1,KBO,Kiwoom,25,1,0,0,0,0,76,28,3,12,3,21,19,17,6.46,112,1
2136,67828,2021,1,KBO,Kiwoom,47,2,3,0,0,1,145,43,4,35,6,36,21,17,3.28,218,0.4
2137,67828,2024,1,KBO,Kiwoom,46,3,4,0,0,0,142,45,5,17,1,34,24,22,4.34,188,0.429
2138,67828,2025,1,KBO,Kiwoom,14,0,1,0,0,0,43,9,0,8,2,7,6,4,2.84,55,0
2139,67840,2018,1,KBO,SK,6,0,1,0,0,0,31,12,1,4,0,3,5,5,5.19,40,0
2140,67845,2014,1,KBO,SK,11,9,1,0,0,0,205,56,6,26,5,56,27,23,3.11,282,0.9
2141,67845,2015,1,KBO,SK,12,5,3,0,0,0,171,70,5,13,2,50,29,29,4.63,245,0.625
2142,67845,2016,1,KBO,KT,28,6,13,0,0,0,409,172,21,49,4,92,103,89,5.95,614,0.316
2143,67863,2018,1,KBO,SK,3,0,1,0,0,0,16,13,3,1,0,2,12,12,29.45,25,0
2144,67863,2019,1,KBO,SK,2,0,1,0,0,0,9,3,1,4,0,2,5,5,19.29,14,0
2145,67863,2020,1,KBO,SK,17,0,1,0,0,0,60,28,3,16,0,17,17,16,7.45,100,0
2146,67948,2017,1,KBO,NC,21,12,4,0,0,0,343,112,7,33,7,86,51,46,3.67,478,0.75
2147,67954,2020,1,KBO,NC,3,0,1,0,0,0,33,14,5,8,1,7,10,10,8.71,54,0
2148,67954,2021,1,KBO,NC,1,0,1,0,0,0,3,2,0,3,0,1,3,3,27,7,0
2149,67954,2022,1,KBO,NC,36,4,0,0,0,1,133,53,7,20,1,35,30,29,6.12,196,1
2150,67954,2023,1,KBO,NC,19,2,1,0,0,0,51,15,0,10,1,22,5,5,2.76,73,0.667
2151,67954,2024,1,KBO,NC,2,0,0,0,0,0,9,3,0,2,0,3,2,2,7.71,12,-
2152,67954,2025,1,KBO,NC,20,0,0,0,0,0,58,11,2,12,2,15,8,8,4.08,76,-
2153,67956,2020,1,KBO,NC,2,0,0,0,0,0,6,2,0,4,0,1,2,1,6.75,10,-
2154,67956,2021,1,KBO,NC,6,0,0,0,0,0,18,5,0,7,4,3,8,7,11.81,32,-
2155,67956,2023,1,KBO,NC,16,1,0,0,0,0,63,17,4,13,1,14,13,10,4.43,90,1
2156,67956,2024,1,KBO,NC,11,0,0,0,0,0,30,14,3,7,0,3,10,8,7.2,50,-
2157,67956,2025,1,KBO,NC,4,0,0,0,0,0,13,4,1,3,2,1,3,3,10.13,15,-
2158,67962,2019,1,KBO,NC,1,0,0,0,0,0,3,1,0,1,0,1,0,0,0,5,-
2159,67962,2020,1,KBO,NC,13,0,0,0,0,0,39,8,1,14,1,8,9,9,6.57,59,-
2160,67962,2021,1,KBO,NC,10,0,0,0,0,0,37,13,1,12,0,10,12,8,6.75,59,-
2161,67962,2024,1,KBO,NC,4,0,0,0,0,0,12,6,0,1,1,1,7,5,13.5,19,-
2162,68036,2018,1,KBO,KT,2,0,0,0,0,0,6,5,0,2,0,2,3,3,13.5,13,-
2163,68036,2019,1,KBO,KT,1,0,0,0,0,0,3,0,0,2,0,0,1,0,0,4,-
2164,68036,2022,1,KBO,Lotte,5,0,0,0,0,0,9,7,0,6,0,3,8,6,23.14,20,-
2165,68036,2023,1,KBO,Lotte,28,1,0,0,0,0,87,37,1,21,0,20,22,22,6.83,143,1
2166,68036,2024,1,KBO,Lotte,23,3,0,0,0,0,79,40,3,16,1,17,22,20,7.3,126,1
2167,68043,2018,1,KBO,KT,9,4,2,0,0,0,114,40,4,25,6,25,26,21,5.06,178,0.667
2168,68043,2019,1,KBO,KT,27,6,12,0,0,0,457,175,16,65,4,91,88,83,4.96,674,0.333
2169,68043,2020,1,KBO,KT,24,3,3,0,0,0,133,46,6,29,5,32,35,31,6.54,207,0.5
2170,68043,2022,1,KBO,KT,6,0,0,0,0,0,28,4,1,2,1,8,2,2,2.35,28,-
2171,68043,2023,1,KBO,KT,16,1,2,0,0,0,87,40,3,16,4,22,26,22,6.83,145,0.333
2172,68043,2024,1,KBO,KT,71,8,4,0,0,0,234,84,5,27,2,77,38,37,4.31,336,0.667
2173,68043,2025,1,KBO,SSG,21,0,0,0,0,0,54,22,1,3,1,19,9,7,3.5,79,-
2174,68050,2019,1,KBO,KT,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,4,-
2175,68067,2018,1,KBO,KT,21,0,0,0,0,1,82,35,6,7,3,14,22,20,7.01,120,-
2176,68092,2022,1,KBO,SSG,8,0,0,0,0,0,18,10,0,4,0,1,10,10,16.88,30,-
2177,68092,2023,1,KBO,SSG,1,0,0,0,0,0,3,1,0,1,1,2,1,1,9,6,-
2178,68092,2024,1,KBO,SSG,69,2,1,0,0,0,180,62,3,31,3,68,40,33,5.01,273,0.667
2179,68092,2025,1,KBO,SSG,22,2,0,0,0,1,49,21,0,8,0,14,10,9,5.52,71,1
2180,68097,2024,1,KBO,NC,3,0,0,0,0,0,9,3,1,1,0,4,2,2,6,13,-
2181,68130,2018,1,KBO,LG,14,2,1,0,0,0,67,19,3,15,3,16,12,10,4.35,100,0.667
2182,68130,2022,1,KBO,LG,2,0,0,0,0,0,34,8,1,4,3,7,2,2,1.86,43,-
2183,68130,2023,1,KBO,LG,1,1,0,0,0,0,1,1,0,1,0,0,1,1,27,3,1
2184,68130,2024,1,KBO,LG,14,1,1,0,0,0,48,21,2,9,0,11,17,14,8.22,76,0.5
2185,68135,2018,1,KBO,LG,26,9,4,1,1,0,510,158,11,35,6,149,63,58,3.07,689,0.692
2186,68135,2019,1,KBO,LG,30,14,7,1,0,0,555,171,7,44,10,137,77,60,2.92,763,0.667
2187,68135,2020,1,KBO,LG,25,10,8,0,0,0,439,161,13,39,8,109,81,71,4.42,628,0.556
2188,68159,2018,1,KBO,LG,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1
2189,68159,2023,1,KBO,LG,1,0,0,0,0,0,3,2,0,1,0,1,1,1,9,6,-
2190,68159,2024,1,KBO,LG,2,0,0,0,0,0,6,0,0,3,0,1,0,0,0,8,-
2191,68159,2025,1,KBO,LG,2,0,0,0,0,0,6,1,1,1,0,2,1,1,4.5,8,-
2192,68200,2018,1,KBO,Doosan,1,0,0,0,0,0,1,1,0,2,0,0,2,2,54,4,-
2193,68200,2019,1,KBO,Doosan,1,0,0,0,0,0,6,2,0,1,0,0,0,0,0,8,-
2194,68200,2020,1,KBO,Doosan,29,1,2,0,0,1,162,47,3,22,3,54,30,29,4.89,231,0.333
2195,68200,2021,1,KBO,Doosan,31,2,3,0,0,0,171,64,9,28,4,39,40,38,6.07,262,0.4
2196,68200,2023,1,KBO,Doosan,6,0,0,0,0,0,27,6,0,4,2,5,5,4,4.32,37,-
2197,68200,2024,1,KBO,Doosan,13,0,1,0,0,0,75,23,4,19,4,19,14,12,4.32,117,0
2198,68200,2025,1,KBO,Doosan,6,1,0,0,0,0,25,4,0,4,3,5,0,0,0,31,1
2199,68201,2018,1,KBO,Doosan,2,0,1,0,0,0,6,4,1,0,1,1,2,2,9,11,0
2200,68207,2020,1,KBO,Doosan,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3,-
2201,68220,2018,1,KBO,Doosan,32,3,1,0,0,1,93,44,6,17,3,26,26,26,7.55,154,0.75
2202,68220,2021,1,KBO,Doosan,21,4,7,0,0,0,301,78,7,79,12,96,50,45,4.1,455,0.364
2203,68220,2022,1,KBO,Doosan,27,8,9,0,0,0,448,143,13,60,11,138,69,62,3.78,645,0.471
2204,68220,2023,1,KBO,Doosan,23,12,7,0,0,0,384,96,7,58,5,106,44,41,2.9,526,0.632
2205,68220,2024,1,KBO,Doosan,30,15,9,0,0,0,508,142,11,76,6,154,83,79,4.24,716,0.625
2206,68240,2018,1,KBO,Doosan,28,18,3,0,0,0,450,118,12,55,22,134,64,62,3.74,621,0.857
2207,68240,2019,1,KBO,Doosan,22,9,8,0,0,0,354,110,5,30,13,111,48,47,3.61,495,0.529
2208,68242,2022,1,KBO,Doosan,58,4,3,0,0,3,223,60,4,26,2,47,26,25,3.1,294,0.571
2209,68242,2023,1,KBO,Doosan,67,7,6,0,0,13,223,66,8,32,2,55,36,32,3.96,315,0.538
2210,68242,2024,1,KBO,Doosan,36,2,1,0,0,6,99,39,5,26,5,39,24,23,6.4,165,0.667
2211,68242,2025,1,KBO,Lotte,23,2,1,0,0,0,66,23,2,8,0,20,12,12,5.06,92,0.667
2212,68249,2018,1,KBO,Doosan,17,1,2,0,0,0,63,14,4,9,1,16,7,7,3,88,0.333
2213,68249,2019,1,KBO,Doosan,2,0,0,0,0,0,0,1,0,2,0,0,2,2,-,3,-
2214,68249,2020,1,KBO,Doosan,2,0,0,0,0,0,9,9,0,1,0,3,6,6,18,18,-
2215,68249,2022,1,KBO,Doosan,29,1,6,0,0,0,190,84,7,40,5,38,50,46,6.71,313,0.143
2216,68249,2023,1,KBO,Doosan,15,0,0,0,0,0,78,39,1,11,3,15,16,16,5.54,129,-
2217,68249,2024,1,KBO,Doosan,6,0,1,0,0,0,31,8,0,8,1,3,3,2,2.08,41,0
2218,68249,2025,1,KBO,Doosan,13,0,0,0,0,0,51,17,1,4,0,8,4,3,1.59,71,-
2219,68260,2018,1,KBO,Doosan,3,0,1,0,0,0,31,11,2,6,1,5,7,7,7.27,42,0
2220,68260,2021,1,KBO,Doosan,5,0,0,0,0,0,31,9,1,13,0,9,12,12,12.46,46,-
2221,68260,2024,1,KBO,Lotte,8,0,1,0,0,0,30,15,2,6,0,8,11,10,9,50,0
2222,68269,2023,1,KBO,Doosan,3,0,0,0,0,0,9,3,1,4,0,2,4,4,12,16,-
2223,68269,2024,1,KBO,Doosan,16,1,2,0,0,0,42,22,1,4,5,6,14,13,8.78,68,0.333
2224,68269,2025,1,KBO,Doosan,15,0,1,0,0,0,24,13,2,4,0,2,10,8,9,42,0
2225,68341,2018,1,KBO,Nexen,20,2,4,0,0,0,126,46,6,28,3,46,35,33,7.19,198,0.333
2226,68341,2019,1,KBO,Kiwoom,19,7,5,0,0,0,267,97,8,36,3,80,56,51,5.2,395,0.583
2227,68341,2020,1,KBO,Kiwoom,42,2,3,0,0,2,108,20,3,17,0,41,12,12,3,143,0.4
2228,68341,2021,1,KBO,Kiwoom,21,8,8,0,0,0,328,88,13,41,7,110,47,39,3.26,450,0.5
2229,68341,2022,1,KBO,Kiwoom,30,15,8,1,0,0,588,131,4,55,4,224,51,46,2.11,766,0.652
2230,68341,2023,1,KBO,Kiwoom,24,9,7,0,0,0,457,121,5,38,1,164,44,40,2.39,608,0.563
2231,68362,2021,1,KBO,Lotte,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,4,-
2232,68400,2018,1,KBO,Samsung,29,7,10,0,0,0,504,193,23,63,12,151,111,99,5.3,752,0.412
2233,68403,2019,1,KBO,Samsung,5,1,1,0,0,0,40,10,2,10,0,9,6,6,4.63,54,0.5
2234,68403,2020,1,KBO,Samsung,61,3,5,0,0,0,174,66,6,31,1,41,34,30,4.66,266,0.375
2235,68403,2021,1,KBO,Samsung,20,0,0,0,0,0,57,25,2,17,1,25,18,14,6.63,101,-
2236,68403,2022,1,KBO,Samsung,37,3,3,0,0,0,105,39,2,22,2,32,29,23,5.91,168,0.5
2237,68403,2024,1,KBO,Samsung,4,0,0,0,0,0,18,6,0,7,0,2,6,6,10.13,26,-
2238,68415,2018,1,KBO,Samsung,19,7,6,0,0,0,264,100,12,34,10,49,52,49,5.05,400,0.538
2239,68415,2020,1,KBO,Samsung,7,0,0,0,0,0,25,6,1,3,0,4,2,2,2.7,29,-
2240,68415,2021,1,KBO,Samsung,9,1,1,0,0,0,45,21,3,8,0,13,11,11,6.6,73,0.5
2241,68415,2022,1,KBO,Samsung,6,2,3,0,0,0,63,24,3,12,1,10,19,19,8.41,96,0.4
2242,68415,2023,1,KBO,Samsung,15,0,3,0,0,0,91,45,7,16,1,12,29,29,9.1,141,0
2243,68415,2025,1,KBO,Samsung,9,1,0,0,0,0,36,15,0,5,3,9,6,6,4.76,57,1
2244,68419,2018,1,KBO,Samsung,8,4,1,0,0,0,84,30,5,8,1,25,11,10,3.21,120,0.8
2245,68419,2019,1,KBO,Samsung,28,6,6,0,0,0,325,127,10,36,1,89,67,57,4.81,478,0.5
2246,68419,2020,1,KBO,Samsung,26,11,6,1,1,0,438,131,12,51,7,123,67,58,3.58,617,0.647
2247,68419,2021,1,KBO,Samsung,26,5,9,1,0,0,369,143,16,37,2,82,66,62,4.56,538,0.357
2248,68419,2023,1,KBO,Samsung,15,1,7,0,0,0,192,90,9,16,3,33,52,47,6.68,295,0.125
2249,68419,2024,1,KBO,Samsung,14,0,0,0,0,0,60,24,4,12,0,14,15,14,6.3,96,-
2250,68419,2025,1,KBO,LG,3,0,0,0,0,0,18,5,0,3,0,5,2,2,3.38,23,-
2251,68435,2018,1,KBO,Samsung,31,8,12,0,0,0,513,202,20,54,11,137,101,96,5.05,758,0.4
2252,68453,2018,1,KBO,Samsung,4,0,0,0,0,0,9,2,0,4,3,4,4,3,9,19,-
2253,68501,2019,1,KBO,Lotte,2,0,1,0,0,0,6,4,2,2,1,1,6,6,27,13,0
2254,68501,2022,1,KBO,Samsung,14,1,4,0,0,0,106,42,5,15,2,18,23,23,6.15,156,0.2
2255,68501,2023,1,KBO,Samsung,3,0,2,0,0,0,21,14,2,5,2,3,14,14,19.89,40,0
2256,68501,2024,1,KBO,Samsung,27,1,1,0,0,0,96,26,2,16,4,18,20,19,5.34,139,0.5
2257,68526,2018,1,KBO,Lotte,25,6,9,0,0,0,414,162,13,62,8,109,82,75,4.92,629,0.4
2258,68529,2019,1,KBO,Lotte,1,0,1,0,0,0,6,7,0,3,1,0,7,7,31.5,16,0
2259,68529,2020,1,KBO,Lotte,8,3,2,0,0,0,115,34,1,11,2,34,25,19,4.66,157,0.6
2260,68529,2021,1,KBO,Lotte,16,0,3,0,0,0,178,65,2,43,7,31,39,37,5.77,278,0
2261,68529,2022,1,KBO,Lotte,1,0,1,0,0,0,2,3,0,3,0,1,4,4,54,8,0
2262,68556,2018,1,KBO,Lotte,10,0,1,0,0,0,57,19,2,8,1,12,13,13,6.16,85,0
2263,68556,2019,1,KBO,Lotte,32,1,1,0,0,0,154,64,6,24,4,24,33,30,5.44,231,0.5
2264,68556,2021,1,KBO,Lotte,12,0,0,0,0,0,36,19,2,8,1,4,12,11,8.25,65,-
2265,68556,2022,1,KBO,Lotte,5,0,0,0,0,0,15,4,0,4,0,5,4,2,4.15,21,-
2266,68556,2023,1,KBO,Lotte,12,0,1,0,0,0,66,21,1,15,1,10,14,13,5.32,98,0
2267,68585,2021,1,KBO,Lotte,43,2,1,0,0,0,126,41,3,22,0,39,28,27,5.79,182,0.667
2268,68585,2022,1,KBO,Lotte,55,4,4,0,0,3,153,48,2,19,4,45,26,21,3.71,218,0.5
2269,68585,2023,1,KBO,Lotte,36,0,3,0,0,1,94,29,1,13,1,26,16,15,4.55,132,0
2270,68585,2024,1,KBO,Lotte,5,0,1,0,0,0,12,5,0,6,2,5,4,4,9,25,0
2271,68589,2021,1,KBO,Lotte,5,0,0,0,0,0,15,10,1,5,0,3,7,6,10.8,30,-
2272,68616,2019,1,KBO,KIA,1,0,0,0,0,0,3,4,0,1,0,0,2,2,18,8,-
2273,68616,2020,1,KBO,KIA,1,0,0,0,0,0,3,1,0,2,0,0,1,1,9,5,-
2274,68619,2021,1,KBO,KIA,30,5,6,0,0,0,253,91,7,31,14,33,44,36,3.92,373,0.455
2275,68619,2022,1,KBO,KIA,47,3,1,0,0,0,166,63,4,14,5,27,32,30,5.03,240,0.75
2276,68619,2023,1,KBO,KIA,31,2,1,0,0,0,84,29,2,10,1,8,13,12,3.86,115,0.667
2277,68619,2024,1,KBO,KIA,11,0,0,0,0,0,33,22,4,9,3,4,17,16,13.94,62,-
2278,68619,2025,1,KBO,KIA,5,0,0,0,0,0,12,4,1,1,0,4,1,1,2.25,18,-
2279,68639,2018,1,KBO,KIA,15,0,0,0,0,0,49,16,3,8,1,12,15,15,9.2,67,-
2280,68639,2019,1,KBO,KIA,59,6,2,0,0,0,163,59,5,31,0,51,31,29,4.96,243,0.75
2281,68639,2022,1,KBO,NC,47,3,0,0,0,0,117,28,3,14,3,44,22,20,4.62,164,1
2282,68639,2023,1,KBO,NC,57,1,0,0,0,0,147,52,4,19,2,49,25,25,4.59,215,1
2283,68659,2018,1,KBO,KIA,10,0,0,0,0,0,39,13,0,6,1,6,14,14,9.69,57,-
2284,68659,2021,1,KBO,KIA,15,2,6,0,0,0,165,63,11,35,2,29,47,46,7.62,249,0.25
2285,68659,2022,1,KBO,KIA,10,1,0,0,0,0,49,9,3,16,0,9,11,10,6.14,70,1
2286,68659,2023,1,KBO,KIA,27,0,1,0,0,0,93,34,2,19,3,12,19,19,5.64,141,0
2287,68701,2018,1,KBO,Hanwha,3,0,0,0,0,0,22,6,0,3,3,4,4,4,6.35,30,-
2288,68701,2019,1,KBO,Hanwha,1,0,0,0,0,0,3,0,0,1,1,0,0,0,0,4,-
2289,68701,2020,1,KBO,Hanwha,22,3,4,0,0,1,139,50,9,25,5,29,29,28,5.64,206,0.429
2290,68703,2018,1,KBO,Hanwha,22,1,1,0,0,0,61,26,4,10,2,18,18,18,8.68,94,0.5
2291,68703,2019,1,KBO,Hanwha,29,0,4,0,0,0,117,51,8,24,2,27,37,34,7.98,188,0
2292,68703,2020,1,KBO,Hanwha,11,0,5,0,0,0,79,30,5,16,0,19,24,23,8.39,117,0
2293,68703,2021,1,KBO,Hanwha,2,1,1,0,0,0,9,2,0,9,0,3,4,4,12,18,0.5
2294,68742,2018,1,KBO,Hanwha,19,3,9,0,0,0,310,128,12,34,10,94,62,58,5.13,459,0.25
2295,68748,2018,1,KBO,Hanwha,30,13,8,0,0,0,490,144,17,79,5,195,91,84,4.68,703,0.619
2296,68794,2018,1,KBO,Hanwha,12,3,4,0,0,0,201,68,8,17,4,55,35,32,4.34,277,0.429
2297,68797,2021,1,KBO,Hanwha,8,0,2,0,0,0,22,11,1,16,0,5,20,17,27,44,0
2298,68797,2022,1,KBO,Hanwha,7,0,0,0,0,0,18,8,0,4,1,3,6,6,10.13,28,-
2299,68815,2018,1,KBO,SK,29,8,8,0,0,0,438,161,26,39,7,124,90,79,4.89,632,0.5
2300,68815,2019,1,KBO,SK,28,17,5,0,0,0,495,151,2,42,2,148,51,48,2.62,671,0.773
2301,68830,2019,1,KBO,SK,1,0,0,0,0,0,3,2,0,1,0,0,1,1,9,6,-
2302,68830,2023,1,KBO,Doosan,7,0,0,0,0,0,25,11,1,7,0,6,7,7,9.45,38,-
2303,68830,2024,1,KBO,Doosan,1,0,0,0,0,0,1,3,0,0,0,0,3,3,81,4,-
2304,68830,2025,1,KBO,Doosan,4,0,0,0,0,0,18,7,0,2,1,4,3,2,3.38,28,-
2305,68848,2018,1,KBO,SK,1,0,0,0,0,0,2,3,0,0,0,0,2,2,27,4,-
2306,68848,2023,1,KBO,SSG,2,0,1,0,0,0,21,10,0,4,2,4,5,5,6.43,34,0
2307,68856,2018,1,KBO,SK,2,0,0,0,0,0,15,11,5,0,0,3,9,8,14.4,28,-
2308,68856,2021,1,KBO,SSG,38,3,3,0,0,0,258,93,11,50,7,62,56,56,5.86,398,0.5
2309,68856,2022,1,KBO,SSG,51,5,4,0,0,0,207,51,10,34,2,48,37,30,3.95,288,0.556
2310,68856,2023,1,KBO,SSG,53,5,3,0,0,1,180,75,7,19,1,37,29,28,4.2,262,0.625
2311,68856,2024,1,KBO,SSG,32,1,0,0,0,0,120,61,9,24,3,40,36,34,7.78,202,1
2312,68856,2025,1,KBO,SSG,9,1,0,0,0,0,49,11,3,8,2,11,7,7,4.3,66,1
2313,68896,2021,1,KBO,SSG,3,0,0,0,0,0,15,8,2,3,0,3,7,4,7.2,27,-
2314,68896,2022,1,KBO,KT,38,5,0,0,0,0,115,28,0,13,6,32,13,12,2.95,156,1
2315,68896,2023,1,KBO,KT,25,0,1,0,0,0,79,26,6,9,3,8,19,19,6.93,110,0
2316,68896,2024,1,KBO,KT,9,0,0,0,0,0,25,13,2,3,1,5,7,7,9.45,37,-
