kbobID,playerID,yearID,stint,lgID,teamID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,GIDP,PA,TB,AVG,SLG,OBP,OPS,BB_pct,K_pct
3151,70224,2002,1,KBO,Doosan,93,160,30,40,6,1,5,25,6,1,16,43,4,176,63,0.25,0.394,0.318,0.712,0.091,0.244
3152,70224,2003,1,KBO,Doosan,6,13,3,3,0,0,1,3,1,0,2,2,1,15,6,0.231,0.462,0.333,0.795,0.133,0.133
3153,70224,2004,1,KBO,Doosan,40,72,14,17,2,1,1,5,2,1,10,20,0,82,24,0.236,0.333,0.329,0.663,0.122,0.244
3154,70224,2005,1,KBO,Doosan,48,102,12,24,3,1,1,10,2,1,18,30,2,120,32,0.235,0.314,0.35,0.664,0.15,0.25
3155,70224,2006,1,KBO,Samsung,87,128,16,30,6,1,4,16,4,3,13,33,2,141,50,0.234,0.391,0.305,0.696,0.092,0.234
3156,70224,2007,1,KBO,Samsung,83,142,20,40,9,1,1,13,4,2,16,25,4,158,54,0.282,0.38,0.354,0.735,0.101,0.158
3157,70224,2008,1,KBO,Samsung,81,134,27,37,8,0,3,14,3,4,19,28,3,153,54,0.276,0.403,0.366,0.769,0.124,0.183
3158,70224,2009,1,KBO,Samsung,126,449,89,139,24,2,20,78,20,3,69,61,15,518,227,0.31,0.506,0.402,0.907,0.133,0.118
3159,70224,2010,1,KBO,Samsung,89,232,38,55,12,0,4,26,8,0,40,44,8,272,79,0.237,0.341,0.349,0.69,0.147,0.162
3160,70224,2011,1,KBO,Samsung,52,146,14,39,7,1,1,18,3,1,17,24,3,163,51,0.267,0.349,0.344,0.693,0.104,0.147
3161,70224,2012,1,KBO,Samsung,102,235,30,60,10,1,6,38,5,3,28,49,5,263,90,0.255,0.383,0.335,0.718,0.106,0.186
3162,70224,2013,1,KBO,Samsung,32,82,11,17,5,0,0,5,3,0,14,19,5,96,22,0.207,0.268,0.323,0.591,0.146,0.198
3163,70224,2015,1,KBO,Samsung,5,6,0,0,0,0,0,0,0,0,1,3,0,7,0,0.0,0.0,0.143,0.143,0.143,0.429
3164,70240,2000,1,KBO,Doosan,18,21,2,4,0,0,0,0,1,0,5,6,0,26,4,0.19,0.19,0.346,0.537,0.192,0.231
3165,70240,2001,1,KBO,Doosan,13,18,2,3,1,0,1,2,0,0,1,7,1,19,7,0.167,0.389,0.211,0.599,0.053,0.368
3166,70240,2004,1,KBO,Doosan,54,41,13,6,1,0,0,5,4,4,2,16,0,43,7,0.146,0.171,0.186,0.357,0.047,0.372
3167,70240,2005,1,KBO,Doosan,15,13,2,2,0,0,0,1,1,1,2,3,1,15,2,0.154,0.154,0.267,0.421,0.133,0.2
3168,70240,2006,1,KBO,Doosan,67,106,15,28,1,1,1,5,3,4,6,20,3,112,34,0.264,0.321,0.304,0.624,0.054,0.179
3169,70240,2007,1,KBO,Doosan,78,62,18,15,1,2,1,8,5,1,2,21,0,64,23,0.242,0.371,0.266,0.637,0.031,0.328
3170,70240,2008,1,KBO,Doosan,90,107,23,24,1,1,2,15,7,3,2,27,1,109,33,0.224,0.308,0.239,0.547,0.018,0.248
3171,70240,2010,1,KBO,Hanwha,118,353,39,106,20,3,7,42,14,9,40,73,12,393,153,0.3,0.433,0.372,0.805,0.102,0.186
3172,70240,2011,1,KBO,Hanwha,82,248,23,62,11,0,4,26,3,3,32,58,7,280,85,0.25,0.343,0.336,0.678,0.114,0.207
3173,70240,2012,1,KBO,Hanwha,7,2,1,0,0,0,0,0,0,0,3,2,0,5,0,0.0,0.0,0.6,0.6,0.6,0.4
3174,70249,2001,1,KBO,Doosan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3175,70303,2000,1,KBO,Hyundai,55,67,8,15,2,3,1,5,1,1,3,16,2,70,26,0.224,0.388,0.257,0.645,0.043,0.229
3176,70303,2001,1,KBO,Hyundai,42,64,5,12,0,0,0,3,1,3,1,14,4,65,12,0.188,0.188,0.2,0.388,0.015,0.215
3177,70303,2005,1,KBO,Hyundai,37,40,3,4,1,0,0,1,0,2,3,15,1,43,5,0.1,0.125,0.163,0.288,0.07,0.349
3178,70303,2006,1,KBO,Doosan,5,3,0,0,0,0,0,0,0,0,1,0,1,4,0,0.0,0.0,0.25,0.25,0.25,0.0
3179,70309,2000,1,KBO,Hyundai,37,133,22,33,7,0,12,26,0,0,25,36,4,158,76,0.248,0.571,0.367,0.939,0.158,0.228
3180,70310,2000,1,KBO,Hyundai,39,142,23,40,7,0,5,32,5,2,13,32,1,155,62,0.282,0.437,0.342,0.779,0.084,0.206
3181,70312,2005,1,KBO,Hyundai,9,10,0,1,0,0,0,1,0,0,0,5,0,10,1,0.1,0.1,0.1,0.2,0.0,0.5
3182,70312,2007,1,KBO,Hyundai,30,41,5,8,2,0,1,6,0,0,3,13,1,44,13,0.195,0.317,0.25,0.567,0.068,0.295
3183,70312,2008,1,KBO,Woori,31,30,5,6,1,1,0,3,2,0,4,5,2,34,9,0.2,0.3,0.294,0.594,0.118,0.147
3184,70312,2009,1,KBO,Woori,19,24,2,3,1,0,1,2,0,0,0,5,1,24,7,0.125,0.292,0.125,0.417,0.0,0.208
3185,70312,2010,1,KBO,Nexen,37,61,6,11,3,0,1,4,0,1,8,16,2,69,17,0.18,0.279,0.275,0.554,0.116,0.232
3186,70312,2011,1,KBO,Nexen,57,130,12,32,7,1,2,18,1,1,15,34,5,145,47,0.246,0.362,0.324,0.686,0.103,0.234
3187,70312,2012,1,KBO,Nexen,94,173,16,40,3,1,3,20,5,2,29,41,7,202,54,0.231,0.312,0.342,0.654,0.144,0.203
3188,70312,2013,1,KBO,Nexen,67,117,14,34,5,0,0,17,0,0,20,29,3,137,39,0.291,0.333,0.394,0.727,0.146,0.212
3189,70312,2014,1,KBO,Nexen,6,6,1,0,0,0,0,0,0,0,1,3,0,7,0,0.0,0.0,0.143,0.143,0.143,0.429
3190,70317,2000,1,KBO,Hyundai,133,487,74,115,23,2,37,91,2,1,36,173,6,523,253,0.236,0.52,0.289,0.808,0.069,0.331
3191,70317,2001,1,KBO,Hyundai,123,414,66,100,13,1,28,66,0,4,49,160,4,463,199,0.242,0.481,0.322,0.802,0.106,0.346
3192,70317,2002,1,KBO,LG,13,21,0,0,0,0,0,0,0,0,3,10,0,24,0,0.0,0.0,0.125,0.125,0.125,0.417
3193,70323,2001,1,KBO,Hyundai,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3194,70323,2003,1,KBO,Hyundai,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3195,70323,2004,1,KBO,Hyundai,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3196,70323,2006,1,KBO,Hyundai,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3197,70329,2003,1,KBO,Hyundai,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3198,70329,2011,1,KBO,Hanwha,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3199,70329,2012,1,KBO,Hanwha,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3200,70335,2000,1,KBO,Hyundai,27,91,9,19,1,0,3,14,2,0,6,25,4,97,29,0.209,0.319,0.258,0.576,0.062,0.258
3201,70345,2003,1,KBO,Hyundai,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3202,70345,2004,1,KBO,Hyundai,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3203,70345,2005,1,KBO,Hyundai,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3204,70345,2006,1,KBO,Hyundai,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3205,70345,2007,1,KBO,Hyundai,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3206,70349,2005,1,KBO,Hyundai,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3207,70349,2006,1,KBO,Hyundai,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3208,70349,2007,1,KBO,Hyundai,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3209,70349,2008,1,KBO,Woori,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3210,70349,2010,1,KBO,Nexen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3211,70352,2005,1,KBO,Hyundai,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,,1.0,,1.0,0.0
3212,70356,2005,1,KBO,Hyundai,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3213,70356,2007,1,KBO,Hyundai,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3214,70364,2000,1,KBO,Hyundai,20,43,6,11,1,0,3,9,0,0,6,10,1,49,21,0.256,0.488,0.347,0.835,0.122,0.204
3215,70364,2001,1,KBO,Hyundai,71,142,20,37,6,0,6,19,0,0,20,39,1,162,61,0.261,0.43,0.352,0.781,0.123,0.241
3216,70364,2002,1,KBO,Hyundai,11,17,2,5,2,1,0,5,0,0,3,4,0,20,9,0.294,0.529,0.4,0.929,0.15,0.2
3217,70364,2003,1,KBO,Hyundai,61,156,19,40,7,0,7,21,0,0,20,44,1,176,68,0.256,0.436,0.341,0.777,0.114,0.25
3218,70364,2004,1,KBO,Hyundai,79,108,17,32,6,0,7,15,0,2,20,34,2,128,59,0.296,0.546,0.406,0.953,0.156,0.266
3219,70364,2005,1,KBO,Hyundai,37,96,12,20,7,0,2,4,0,1,14,27,3,110,33,0.208,0.344,0.309,0.653,0.127,0.245
3220,70364,2006,1,KBO,Hyundai,51,57,5,10,1,0,2,5,0,0,10,13,2,67,17,0.175,0.298,0.299,0.597,0.149,0.194
3221,70364,2007,1,KBO,Hyundai,4,3,0,1,0,0,0,0,0,0,1,2,0,4,1,0.333,0.333,0.5,0.833,0.25,0.5
3222,70364,2008,1,KBO,Woori,32,49,6,11,0,0,1,4,0,0,10,11,1,59,14,0.224,0.286,0.356,0.642,0.169,0.186
3223,70364,2010,1,KBO,Hanwha,40,88,12,20,3,0,1,7,1,1,12,26,2,100,26,0.227,0.295,0.32,0.615,0.12,0.26
3224,70408,2000,1,KBO,Samsung,47,60,19,16,4,0,2,5,0,0,6,21,1,66,26,0.267,0.433,0.333,0.767,0.091,0.318
3225,70408,2001,1,KBO,Samsung,84,217,30,57,8,3,5,36,0,2,20,48,10,237,86,0.263,0.396,0.325,0.721,0.084,0.203
3226,70408,2002,1,KBO,Samsung,119,316,49,74,12,2,9,36,3,0,35,79,9,351,117,0.234,0.37,0.311,0.681,0.1,0.225
3227,70408,2003,1,KBO,Samsung,81,177,24,42,12,0,1,20,0,0,21,33,6,198,57,0.237,0.322,0.318,0.64,0.106,0.167
3228,70408,2004,1,KBO,Samsung,29,33,3,4,0,0,0,3,0,1,6,9,0,39,4,0.121,0.121,0.256,0.378,0.154,0.231
3229,70408,2005,1,KBO,Samsung,26,38,5,7,1,0,1,7,1,0,4,15,2,42,11,0.184,0.289,0.262,0.551,0.095,0.357
3230,70408,2006,1,KBO,Samsung,43,91,8,15,1,0,0,2,1,0,4,18,4,95,16,0.165,0.176,0.2,0.376,0.042,0.189
3231,70408,2007,1,KBO,Samsung,46,76,7,17,3,1,0,5,1,0,4,19,5,80,22,0.224,0.289,0.262,0.552,0.05,0.238
3232,70408,2008,1,KBO,SK,25,50,3,12,4,0,1,6,1,1,9,10,0,59,19,0.24,0.38,0.356,0.736,0.153,0.169
3233,70408,2009,1,KBO,SK,45,60,4,19,4,0,1,9,2,1,5,11,6,65,26,0.317,0.433,0.369,0.803,0.077,0.169
3234,70408,2010,1,KBO,SK,44,92,15,28,9,0,1,10,0,2,7,18,2,99,40,0.304,0.435,0.354,0.788,0.071,0.182
3235,70408,2011,1,KBO,SK,9,9,1,2,1,0,0,2,0,0,2,5,0,11,3,0.222,0.333,0.364,0.697,0.182,0.455
3236,70410,2000,1,KBO,Samsung,60,48,22,15,3,2,0,5,7,2,3,16,0,51,22,0.312,0.458,0.353,0.811,0.059,0.314
3237,70410,2001,1,KBO,Lotte,86,300,57,94,21,4,4,31,29,8,24,56,7,324,135,0.313,0.45,0.364,0.814,0.074,0.173
3238,70410,2002,1,KBO,Lotte,84,264,25,58,13,4,7,25,9,8,14,75,5,278,100,0.22,0.379,0.259,0.638,0.05,0.27
3239,70410,2003,1,KBO,Lotte,55,125,12,20,5,1,3,3,7,2,5,33,1,130,36,0.16,0.288,0.192,0.48,0.038,0.254
3240,70410,2004,1,KBO,Lotte,120,450,53,109,20,5,7,42,44,10,32,92,7,482,160,0.242,0.356,0.293,0.648,0.066,0.191
3241,70410,2007,1,KBO,Lotte,113,387,49,101,17,1,5,30,22,8,13,69,4,400,135,0.261,0.349,0.285,0.634,0.032,0.172
3242,70410,2008,1,KBO,Lotte,104,412,75,129,16,7,1,42,32,18,24,61,6,436,162,0.313,0.393,0.351,0.744,0.055,0.14
3243,70410,2009,1,KBO,Lotte,109,435,77,135,30,5,7,51,34,7,28,56,7,463,196,0.31,0.451,0.352,0.803,0.06,0.121
3244,70410,2010,1,KBO,Lotte,118,485,89,134,18,4,9,40,65,19,31,65,5,516,187,0.276,0.386,0.32,0.705,0.06,0.126
3245,70410,2011,1,KBO,Lotte,86,321,58,100,12,3,6,40,25,10,27,38,4,348,136,0.312,0.424,0.365,0.789,0.078,0.109
3246,70410,2012,1,KBO,Lotte,118,435,62,128,27,3,5,39,32,13,30,48,7,465,176,0.294,0.405,0.34,0.744,0.065,0.103
3247,70410,2013,1,KBO,KIA,47,168,24,51,9,4,0,28,23,3,15,18,4,183,68,0.304,0.405,0.361,0.765,0.082,0.098
3248,70410,2014,1,KBO,KIA,100,399,72,138,32,4,9,46,22,10,31,48,11,430,205,0.346,0.514,0.393,0.907,0.072,0.112
3249,70410,2015,1,KBO,KIA,98,333,66,109,23,2,18,62,8,2,23,58,10,356,190,0.327,0.571,0.371,0.941,0.065,0.163
3250,70410,2016,1,KBO,KIA,130,511,97,177,37,3,23,101,9,7,30,68,13,541,289,0.346,0.566,0.383,0.948,0.055,0.126
3251,70410,2017,1,KBO,KIA,122,440,78,136,39,2,12,70,9,2,31,59,17,471,215,0.309,0.489,0.355,0.843,0.066,0.125
3252,70410,2018,1,KBO,KIA,121,429,71,146,23,0,18,93,8,1,23,57,15,452,223,0.34,0.52,0.374,0.894,0.051,0.126
3253,70410,2019,1,KBO,KIA,100,337,35,101,16,0,3,32,3,1,17,44,6,354,126,0.3,0.374,0.333,0.707,0.048,0.124
3254,70410,2020,1,KBO,KIA,7,18,3,6,0,0,1,2,0,1,0,2,2,18,9,0.333,0.5,0.333,0.833,0.0,0.111
3255,70414,2000,1,KBO,Samsung,132,477,79,156,19,1,22,110,12,5,63,86,11,540,243,0.327,0.509,0.406,0.915,0.117,0.159
3256,70425,2004,1,KBO,Samsung,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3257,70425,2005,1,KBO,Samsung,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3258,70425,2013,1,KBO,Samsung,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3259,70425,2019,1,KBO,Doosan,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3260,70427,2000,1,KBO,Samsung,73,110,16,25,6,1,0,10,1,0,11,23,2,121,33,0.227,0.3,0.298,0.598,0.091,0.19
3261,70427,2001,1,KBO,Samsung,6,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0
3262,70434,2005,1,KBO,Lotte,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3263,70434,2012,1,KBO,Lotte,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3264,70444,2002,1,KBO,Lotte,7,11,1,1,0,0,0,0,0,0,0,5,0,11,1,0.091,0.091,0.091,0.182,0.0,0.455
3265,70464,2001,1,KBO,Samsung,4,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0.0,0.0,0.0,0.0,0.0,0.5
3266,70503,2000,1,KBO,Lotte,35,110,10,28,9,0,1,9,1,1,11,20,3,121,40,0.255,0.364,0.322,0.686,0.091,0.165
3267,70523,2000,1,KBO,Lotte,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0
3268,70533,2000,1,KBO,Lotte,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
3269,70533,2001,1,KBO,Lotte,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
3270,70542,2000,1,KBO,Lotte,74,294,33,89,17,1,11,53,4,3,25,60,9,319,141,0.303,0.48,0.357,0.837,0.078,0.188
3271,70543,2000,1,KBO,Lotte,2,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0.0,0.0,0.0,0.0,0.0,1.0
3272,70553,2000,1,KBO,Lotte,5,3,1,1,0,0,0,1,0,0,0,2,0,3,1,0.333,0.333,0.333,0.667,0.0,0.667
3273,70553,2001,1,KBO,Lotte,47,56,10,8,3,0,1,7,2,1,3,11,1,59,14,0.143,0.25,0.186,0.436,0.051,0.186
3274,70553,2002,1,KBO,Lotte,66,136,15,33,6,0,0,8,6,2,9,38,6,145,39,0.243,0.287,0.29,0.576,0.062,0.262
3275,70553,2003,1,KBO,Lotte,95,281,34,69,10,2,4,32,7,4,20,42,9,301,95,0.246,0.338,0.296,0.634,0.066,0.14
3276,70553,2004,1,KBO,Lotte,131,340,35,69,7,2,6,35,11,4,30,75,8,370,98,0.203,0.288,0.268,0.556,0.081,0.203
3277,70553,2005,1,KBO,Lotte,114,335,44,93,13,3,3,27,8,3,36,61,5,371,121,0.278,0.361,0.348,0.709,0.097,0.164
3278,70553,2006,1,KBO,Lotte,117,310,26,78,14,0,0,25,8,8,33,53,7,343,92,0.252,0.297,0.324,0.62,0.096,0.155
3279,70553,2007,1,KBO,Lotte,108,266,26,59,8,1,1,24,5,4,34,44,5,300,72,0.222,0.271,0.31,0.581,0.113,0.147
3280,70553,2008,1,KBO,Lotte,113,351,47,102,13,1,1,36,16,7,40,47,6,391,120,0.291,0.342,0.363,0.705,0.102,0.12
3281,70553,2009,1,KBO,Lotte,109,299,32,65,10,1,0,21,7,6,28,61,13,327,77,0.217,0.258,0.284,0.542,0.086,0.187
3282,70553,2010,1,KBO,Lotte,48,153,10,33,3,0,0,13,2,0,6,18,5,159,36,0.216,0.235,0.245,0.481,0.038,0.113
3283,70553,2013,1,KBO,Lotte,31,60,4,12,2,0,0,9,1,3,9,11,3,69,14,0.2,0.233,0.304,0.538,0.13,0.159
3284,70553,2014,1,KBO,Lotte,22,51,8,8,2,0,0,2,0,1,10,11,1,61,10,0.157,0.196,0.295,0.491,0.164,0.18
3285,70553,2015,1,KBO,KT,126,300,27,84,13,1,1,30,3,0,30,84,10,330,102,0.28,0.34,0.345,0.685,0.091,0.255
3286,70553,2016,1,KBO,KT,117,308,36,84,13,0,2,34,0,2,27,53,8,335,103,0.273,0.334,0.331,0.666,0.081,0.158
3287,70553,2017,1,KBO,KT,97,235,22,56,11,1,2,18,2,1,16,51,9,251,75,0.238,0.319,0.287,0.606,0.064,0.203
3288,70553,2018,1,KBO,KT,98,173,17,37,6,0,1,15,1,0,13,50,8,186,46,0.214,0.266,0.269,0.535,0.07,0.269
3289,70608,2000,1,KBO,Haitai,89,170,14,40,7,1,4,24,0,2,13,30,4,183,61,0.235,0.359,0.29,0.648,0.071,0.164
3290,70608,2001,1,KBO,SK,113,289,34,71,16,2,11,44,3,4,35,58,9,324,124,0.246,0.429,0.327,0.756,0.108,0.179
3291,70608,2002,1,KBO,SK,88,191,23,51,4,0,6,25,2,1,17,41,4,208,73,0.267,0.382,0.327,0.709,0.082,0.197
3292,70608,2003,1,KBO,SK,55,84,6,19,3,0,1,9,2,0,3,18,1,87,25,0.226,0.298,0.253,0.55,0.034,0.207
3293,70608,2004,1,KBO,LG,52,58,4,10,4,0,2,12,0,0,4,14,1,62,20,0.172,0.345,0.226,0.571,0.065,0.226
3294,70608,2007,1,KBO,LG,3,3,0,0,0,0,0,0,0,0,0,2,0,3,0,0.0,0.0,0.0,0.0,0.0,0.667
3295,70612,2000,1,KBO,Haitai,88,184,18,43,8,0,3,23,0,0,8,52,3,192,60,0.234,0.326,0.266,0.592,0.042,0.271
3296,70612,2001,1,KBO,KIA,127,396,45,103,10,1,6,41,0,4,27,73,12,423,133,0.26,0.336,0.307,0.643,0.064,0.173
3297,70612,2002,1,KBO,KIA,113,357,36,79,12,0,7,41,3,1,18,67,11,375,112,0.221,0.314,0.259,0.572,0.048,0.179
3298,70612,2003,1,KBO,KIA,125,423,43,118,23,1,7,46,3,2,30,69,9,453,164,0.279,0.388,0.327,0.714,0.066,0.152
3299,70612,2004,1,KBO,KIA,128,389,39,102,21,0,8,45,2,1,33,66,11,422,147,0.262,0.378,0.32,0.698,0.078,0.156
3300,70612,2005,1,KBO,KIA,105,298,29,70,8,0,8,40,0,2,24,50,5,322,102,0.235,0.342,0.292,0.634,0.075,0.155
3301,70612,2006,1,KBO,KIA,122,367,33,86,15,1,2,35,1,2,30,54,9,397,109,0.234,0.297,0.292,0.589,0.076,0.136
3302,70612,2007,1,KBO,KIA,109,320,28,84,17,0,3,30,3,0,20,40,6,340,110,0.262,0.344,0.306,0.65,0.059,0.118
3303,70612,2008,1,KBO,KIA,35,86,8,23,3,0,2,9,1,1,5,13,1,91,32,0.267,0.372,0.308,0.68,0.055,0.143
3304,70612,2009,1,KBO,KIA,124,379,35,87,14,0,12,65,2,1,46,72,10,425,137,0.23,0.361,0.313,0.674,0.108,0.169
3305,70612,2010,1,KBO,KIA,107,300,25,73,11,0,4,39,1,2,34,43,11,334,96,0.243,0.32,0.32,0.64,0.102,0.129
3306,70612,2011,1,KBO,KIA,67,123,19,24,3,0,3,16,0,0,24,26,2,147,36,0.195,0.293,0.327,0.619,0.163,0.177
3307,70612,2012,1,KBO,KIA,80,163,11,28,5,0,2,20,0,0,18,39,5,181,39,0.172,0.239,0.254,0.493,0.099,0.215
3308,70612,2013,1,KBO,KIA,49,87,7,20,4,0,0,8,0,0,13,17,3,100,24,0.23,0.276,0.33,0.606,0.13,0.17
3309,70612,2014,1,KBO,KIA,9,10,0,1,0,0,0,0,0,0,2,3,0,12,1,0.1,0.1,0.25,0.35,0.167,0.25
3310,70615,2002,1,KBO,Samsung,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3311,70615,2004,1,KBO,Samsung,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3312,70615,2005,1,KBO,Samsung,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3313,70615,2006,1,KBO,Samsung,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3314,70615,2008,1,KBO,Lotte,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3315,70615,2009,1,KBO,Lotte,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3316,70615,2010,1,KBO,Lotte,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3317,70615,2012,1,KBO,Lotte,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3318,70615,2013,1,KBO,Lotte,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0
3319,70615,2014,1,KBO,Lotte,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3320,70625,2000,1,KBO,Haitai,27,35,3,4,1,0,1,3,0,0,2,18,2,37,8,0.114,0.229,0.162,0.391,0.054,0.486
3321,70626,2000,1,KBO,Haitai,49,171,24,41,6,0,5,21,2,3,13,27,4,184,62,0.24,0.363,0.293,0.656,0.071,0.147
3322,70626,2001,1,KBO,KIA,133,451,60,132,24,1,14,72,8,2,43,62,14,494,200,0.293,0.443,0.354,0.798,0.087,0.126
3323,70626,2002,1,KBO,KIA,111,401,43,103,21,0,12,69,7,5,30,68,10,431,160,0.257,0.399,0.309,0.708,0.07,0.158
3324,70626,2003,1,KBO,KIA,129,487,75,141,26,1,22,100,7,7,45,54,13,532,235,0.29,0.483,0.35,0.832,0.085,0.102
3325,70626,2004,1,KBO,KIA,96,342,57,101,20,1,15,51,8,4,50,43,14,392,168,0.295,0.491,0.385,0.876,0.128,0.11
3326,70626,2005,1,KBO,KIA,90,345,45,98,15,1,9,46,7,7,36,41,15,381,142,0.284,0.412,0.352,0.763,0.094,0.108
3327,70626,2006,1,KBO,KIA,66,214,14,44,6,0,1,17,0,0,19,34,9,233,53,0.206,0.248,0.27,0.518,0.082,0.146
3328,70626,2007,1,KBO,KIA,59,199,22,52,7,0,7,27,0,2,20,22,8,219,80,0.261,0.402,0.329,0.731,0.091,0.1
3329,70626,2009,1,KBO,KIA,74,218,26,57,8,0,5,27,2,2,30,39,5,248,80,0.261,0.367,0.351,0.718,0.121,0.157
3330,70626,2010,1,KBO,KIA,10,25,0,5,1,0,0,1,0,0,2,6,2,27,6,0.2,0.24,0.259,0.499,0.074,0.222
3331,70630,2001,1,KBO,KIA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
3332,70640,2000,1,KBO,Haitai,39,122,11,26,3,0,1,8,1,0,6,17,4,128,32,0.213,0.262,0.25,0.512,0.047,0.133
3333,70641,2000,1,KBO,Haitai,74,305,39,102,15,2,3,44,31,10,21,32,2,326,130,0.334,0.426,0.377,0.804,0.064,0.098
3334,70641,2001,1,KBO,KIA,46,177,24,42,6,1,1,14,10,5,16,26,2,193,53,0.237,0.299,0.301,0.6,0.083,0.135
3335,70643,2000,1,KBO,Haitai,15,59,13,16,4,0,3,13,3,1,9,22,3,68,29,0.271,0.492,0.368,0.859,0.132,0.324
3336,70644,2000,1,KBO,Haitai,77,238,33,54,8,0,8,38,3,2,38,51,7,276,86,0.227,0.361,0.333,0.695,0.138,0.185
3337,70646,2001,1,KBO,KIA,16,20,2,3,0,0,1,4,0,0,0,6,0,20,6,0.15,0.3,0.15,0.45,0.0,0.3
3338,70646,2002,1,KBO,LG,31,32,7,10,0,1,1,6,0,0,7,18,0,39,15,0.312,0.469,0.436,0.905,0.179,0.462
3339,70646,2003,1,KBO,LG,55,182,24,49,9,1,7,28,7,1,16,50,1,198,81,0.269,0.445,0.328,0.773,0.081,0.253
3340,70646,2004,1,KBO,LG,100,277,37,67,10,2,9,35,7,5,28,77,11,305,108,0.242,0.39,0.311,0.701,0.092,0.252
3341,70646,2007,1,KBO,LG,121,378,44,89,27,0,7,41,6,0,33,85,12,411,137,0.235,0.362,0.297,0.659,0.08,0.207
3342,70646,2008,1,KBO,LG,75,214,28,52,9,2,8,18,2,3,19,55,8,233,89,0.243,0.416,0.305,0.721,0.082,0.236
3343,70646,2009,1,KBO,KIA,121,448,77,141,30,2,36,127,7,5,41,103,11,489,283,0.315,0.632,0.372,1.004,0.084,0.211
3344,70646,2010,1,KBO,KIA,79,288,44,62,5,1,21,53,3,1,33,85,10,321,132,0.215,0.458,0.296,0.754,0.103,0.265
3345,70646,2011,1,KBO,KIA,101,357,38,91,15,0,14,64,8,0,37,83,12,394,148,0.255,0.415,0.325,0.739,0.094,0.211
3346,70646,2012,1,KBO,KIA,32,116,17,30,9,0,4,17,1,2,6,26,3,122,51,0.259,0.44,0.295,0.735,0.049,0.213
3347,70646,2013,1,KBO,SK,113,322,39,76,17,0,7,37,8,1,29,84,17,351,114,0.236,0.354,0.299,0.653,0.083,0.239
